customer_id,customer_name,customer_email,created_at,seed
000052,Cliente 000052,cliente_000052@boti.com.br,2025-05-01T00:00:00Z,0
000053,Cliente 000053,cliente_000053@boti.com.br,2025-05-01T00:00:00Z,21
000054,Cliente 000054,,2025-05-01T00:00:00Z,78
000055,Cliente 000055,cliente_000055@boti.com.br,2025-05-01T00:00:00Z,27
000056,Cliente 000056,cliente_000056@boti.com.br,2025-05-01T00:00:00Z,44
000057,Cliente 000057,cliente_000057@boti.com.br,2025-05-01T00:00:00Z,26
000058,Cliente 000058,cliente_000058@boti.com.br,2025-05-01T00:00:00Z,41
000059,Cliente 000059,cliente_000059@boti.com.br,2025-05-01T00:00:00Z,27
000060,Cliente 000060,cliente_000060@boti.com.br,2025-05-01T00:00:00Z,32
000061,Cliente 000061,cliente_000061@boti.com.br,2025-05-01T00:00:00Z,17
000062,Cliente 000062,cliente_000062@boti.com.br,2025-05-01T00:00:00Z,35
000063,Cliente 000063,cliente_000063@boti.com.br,2025-05-01T00:00:00Z,18
000064,Cliente 000064,,2025-05-01T00:00:00Z,77
000065,Cliente 000065,cliente_000065@boti.com.br,2025-05-01T00:00:00Z,36
000066,Cliente 000066,cliente_000066@boti.com.br,2025-05-01T00:00:00Z,23
000067,Cliente 000067,cliente_000067@boti.com.br,2025-05-01T00:00:00Z,52
000068,Cliente 000068,cliente_000068@boti.com.br,2025-05-01T00:00:00Z,61
000069,Cliente 000069,,2025-05-01T00:00:00Z,77
000070,Cliente 000070,cliente_000070@boti.com.br,2025-05-01T00:00:00Z,22
000071,Cliente 000071,cliente_000071@boti.com.br,2025-05-01T00:00:00Z,8
000072,Cliente 000072,,2025-05-01T00:00:00Z,76
000073,Cliente 000073,cliente_000073@boti.com.br,2025-05-01T00:00:00Z,69
000074,Cliente 000074,,2025-05-01T00:00:00Z,91
000075,Cliente 000075,,2025-05-01T00:00:00Z,78
000076,Cliente 000076,,2025-05-01T00:00:00Z,80
000077,Cliente 000077,cliente_000077@boti.com.br,2025-05-01T00:00:00Z,44
000078,Cliente 000078,cliente_000078@boti.com.br,2025-05-01T00:00:00Z,47
000079,Cliente 000079,cliente_000079@boti.com.br,2025-05-01T00:00:00Z,71
000080,Cliente 000080,cliente_000080@boti.com.br,2025-05-01T00:00:00Z,38
000081,Cliente 000081,cliente_000081@boti.com.br,2025-05-01T00:00:00Z,69
000082,Cliente 000082,cliente_000082@boti.com.br,2025-05-01T00:00:00Z,19
000083,Cliente 000083,cliente_000083@boti.com.br,2025-05-01T00:00:00Z,23
000084,Cliente 000084,cliente_000084@boti.com.br,2025-05-01T00:00:00Z,73
000085,Cliente 000085,cliente_000085@boti.com.br,2025-05-01T00:00:00Z,26
000086,Cliente 000086,,2025-05-01T00:00:00Z,88
000087,Cliente 000087,cliente_000087@boti.com.br,2025-05-01T00:00:00Z,63
000088,Cliente 000088,cliente_000088@boti.com.br,2025-05-01T00:00:00Z,61
000089,Cliente 000089,cliente_000089@boti.com.br,2025-05-01T00:00:00Z,31
000090,Cliente 000090,cliente_000090@boti.com.br,2025-05-01T00:00:00Z,51
000091,Cliente 000091,,2025-05-01T00:00:00Z,80
000092,Cliente 000092,cliente_000092@boti.com.br,2025-05-01T00:00:00Z,57
000093,Cliente 000093,cliente_000093@boti.com.br,2025-05-01T00:00:00Z,4
000094,Cliente 000094,,2025-05-01T00:00:00Z,98
000095,Cliente 000095,cliente_000095@boti.com.br,2025-05-01T00:00:00Z,46
000096,Cliente 000096,cliente_000096@boti.com.br,2025-05-01T00:00:00Z,46
000097,Cliente 000097,cliente_000097@boti.com.br,2025-05-01T00:00:00Z,68
000098,Cliente 000098,,2025-05-01T00:00:00Z,93
000099,Cliente 000099,cliente_000099@boti.com.br,2025-05-01T00:00:00Z,28
000100,Cliente 000100,cliente_000100@boti.com.br,2025-05-01T00:00:00Z,41
000101,Cliente 000101,cliente_000101@boti.com.br,2025-05-01T00:00:00Z,34
000102,Cliente 000102,cliente_000102@boti.com.br,2025-05-01T00:00:00Z,54
000103,Cliente 000103,cliente_000103@boti.com.br,2025-05-01T00:00:00Z,7
000104,Cliente 000104,cliente_000104@boti.com.br,2025-05-01T00:00:00Z,40
000105,Cliente 000105,cliente_000105@boti.com.br,2025-05-01T00:00:00Z,23
000106,Cliente 000106,cliente_000106@boti.com.br,2025-05-01T00:00:00Z,69
000107,Cliente 000107,,2025-05-01T00:00:00Z,86
000108,Cliente 000108,,2025-05-01T00:00:00Z,100
000109,Cliente 000109,cliente_000109@boti.com.br,2025-05-01T00:00:00Z,43
000110,Cliente 000110,cliente_000110@boti.com.br,2025-05-01T00:00:00Z,20
000111,Cliente 000111,cliente_000111@boti.com.br,2025-05-01T00:00:00Z,57
000112,Cliente 000112,cliente_000112@boti.com.br,2025-05-01T00:00:00Z,5
000113,Cliente 000113,cliente_000113@boti.com.br,2025-05-01T00:00:00Z,33
000114,Cliente 000114,cliente_000114@boti.com.br,2025-05-01T00:00:00Z,57
000115,Cliente 000115,cliente_000115@boti.com.br,2025-05-01T00:00:00Z,62
000116,Cliente 000116,cliente_000116@boti.com.br,2025-05-01T00:00:00Z,13
000117,Cliente 000117,cliente_000117@boti.com.br,2025-05-01T00:00:00Z,52
000118,Cliente 000118,cliente_000118@boti.com.br,2025-05-01T00:00:00Z,27
000119,Cliente 000119,cliente_000119@boti.com.br,2025-05-01T00:00:00Z,30
000120,Cliente 000120,cliente_000120@boti.com.br,2025-05-01T00:00:00Z,30
000121,Cliente 000121,,2025-05-01T00:00:00Z,99
000122,Cliente 000122,cliente_000122@boti.com.br,2025-05-01T00:00:00Z,73
000123,Cliente 000123,cliente_000123@boti.com.br,2025-05-01T00:00:00Z,46
000124,Cliente 000124,,2025-05-01T00:00:00Z,78
000125,Cliente 000125,cliente_000125@boti.com.br,2025-05-01T00:00:00Z,66
000126,Cliente 000126,cliente_000126@boti.com.br,2025-05-01T00:00:00Z,4
000127,Cliente 000127,cliente_000127@boti.com.br,2025-05-01T00:00:00Z,62
000128,Cliente 000128,,2025-05-01T00:00:00Z,80
000129,Cliente 000129,cliente_000129@boti.com.br,2025-05-01T00:00:00Z,70
000130,Cliente 000130,,2025-05-01T00:00:00Z,92
000131,Cliente 000131,,2025-05-01T00:00:00Z,81
000132,Cliente 000132,cliente_000132@boti.com.br,2025-05-01T00:00:00Z,0
000133,Cliente 000133,cliente_000133@boti.com.br,2025-05-01T00:00:00Z,58
000134,Cliente 000134,cliente_000134@boti.com.br,2025-05-01T00:00:00Z,51
000135,Cliente 000135,cliente_000135@boti.com.br,2025-05-01T00:00:00Z,19
000136,Cliente 000136,,2025-05-01T00:00:00Z,92
000137,Cliente 000137,cliente_000137@boti.com.br,2025-05-01T00:00:00Z,20
000138,Cliente 000138,cliente_000138@boti.com.br,2025-05-01T00:00:00Z,6
000139,Cliente 000139,,2025-05-01T00:00:00Z,98
000140,Cliente 000140,cliente_000140@boti.com.br,2025-05-01T00:00:00Z,38
000141,Cliente 000141,cliente_000141@boti.com.br,2025-05-01T00:00:00Z,68
000142,Cliente 000142,cliente_000142@boti.com.br,2025-05-01T00:00:00Z,51
000143,Cliente 000143,cliente_000143@boti.com.br,2025-05-01T00:00:00Z,39
000144,Cliente 000144,cliente_000144@boti.com.br,2025-05-01T00:00:00Z,69
000145,Cliente 000145,cliente_000145@boti.com.br,2025-05-01T00:00:00Z,61
000146,Cliente 000146,cliente_000146@boti.com.br,2025-05-01T00:00:00Z,55
000147,Cliente 000147,cliente_000147@boti.com.br,2025-05-01T00:00:00Z,71
000148,Cliente 000148,cliente_000148@boti.com.br,2025-05-01T00:00:00Z,23
000149,Cliente 000149,cliente_000149@boti.com.br,2025-05-01T00:00:00Z,32
000150,Cliente 000150,,2025-05-01T00:00:00Z,97
000151,Cliente 000151,cliente_000151@boti.com.br,2025-05-01T00:00:00Z,29
000152,Cliente 000152,cliente_000152@boti.com.br,2025-05-01T00:00:00Z,65
000153,Cliente 000153,cliente_000153@boti.com.br,2025-05-01T00:00:00Z,40
000154,Cliente 000154,cliente_000154@boti.com.br,2025-05-01T00:00:00Z,18
000155,Cliente 000155,cliente_000155@boti.com.br,2025-05-01T00:00:00Z,38
000156,Cliente 000156,cliente_000156@boti.com.br,2025-05-01T00:00:00Z,23
000157,Cliente 000157,cliente_000157@boti.com.br,2025-05-01T00:00:00Z,62
000158,Cliente 000158,cliente_000158@boti.com.br,2025-05-01T00:00:00Z,43
000159,Cliente 000159,cliente_000159@boti.com.br,2025-05-01T00:00:00Z,10
000160,Cliente 000160,cliente_000160@boti.com.br,2025-05-01T00:00:00Z,60
000161,Cliente 000161,,2025-05-01T00:00:00Z,86
000162,Cliente 000162,cliente_000162@boti.com.br,2025-05-01T00:00:00Z,72
000163,Cliente 000163,,2025-05-01T00:00:00Z,79
000164,Cliente 000164,,2025-05-01T00:00:00Z,90
000165,Cliente 000165,cliente_000165@boti.com.br,2025-05-01T00:00:00Z,39
000166,Cliente 000166,,2025-05-01T00:00:00Z,78
000167,Cliente 000167,cliente_000167@boti.com.br,2025-05-01T00:00:00Z,41
000168,Cliente 000168,,2025-05-01T00:00:00Z,92
000169,Cliente 000169,cliente_000169@boti.com.br,2025-05-01T00:00:00Z,7
000170,Cliente 000170,cliente_000170@boti.com.br,2025-05-01T00:00:00Z,14
000171,Cliente 000171,cliente_000171@boti.com.br,2025-05-01T00:00:00Z,31
000172,Cliente 000172,,2025-05-01T00:00:00Z,76
000173,Cliente 000173,cliente_000173@boti.com.br,2025-05-01T00:00:00Z,32
000174,Cliente 000174,cliente_000174@boti.com.br,2025-05-01T00:00:00Z,15
000175,Cliente 000175,cliente_000175@boti.com.br,2025-05-01T00:00:00Z,24
000176,Cliente 000176,,2025-05-01T00:00:00Z,85
000177,Cliente 000177,cliente_000177@boti.com.br,2025-05-01T00:00:00Z,30
000178,Cliente 000178,cliente_000178@boti.com.br,2025-05-01T00:00:00Z,39
000179,Cliente 000179,cliente_000179@boti.com.br,2025-05-01T00:00:00Z,45
000180,Cliente 000180,cliente_000180@boti.com.br,2025-05-01T00:00:00Z,13
000181,Cliente 000181,,2025-05-01T00:00:00Z,99
000182,Cliente 000182,,2025-05-01T00:00:00Z,96
000183,Cliente 000183,cliente_000183@boti.com.br,2025-05-01T00:00:00Z,14
000184,Cliente 000184,cliente_000184@boti.com.br,2025-05-01T00:00:00Z,27
000185,Cliente 000185,cliente_000185@boti.com.br,2025-05-01T00:00:00Z,31
000186,Cliente 000186,cliente_000186@boti.com.br,2025-05-01T00:00:00Z,50
000187,Cliente 000187,,2025-05-01T00:00:00Z,95
000188,Cliente 000188,cliente_000188@boti.com.br,2025-05-01T00:00:00Z,34
000189,Cliente 000189,cliente_000189@boti.com.br,2025-05-01T00:00:00Z,32
000190,Cliente 000190,cliente_000190@boti.com.br,2025-05-01T00:00:00Z,63
000191,Cliente 000191,cliente_000191@boti.com.br,2025-05-01T00:00:00Z,30
000192,Cliente 000192,cliente_000192@boti.com.br,2025-05-01T00:00:00Z,65
000193,Cliente 000193,,2025-05-01T00:00:00Z,100
000194,Cliente 000194,cliente_000194@boti.com.br,2025-05-01T00:00:00Z,44
000195,Cliente 000195,,2025-05-01T00:00:00Z,90
000196,Cliente 000196,,2025-05-01T00:00:00Z,87
000197,Cliente 000197,cliente_000197@boti.com.br,2025-05-01T00:00:00Z,4
000198,Cliente 000198,cliente_000198@boti.com.br,2025-05-01T00:00:00Z,20
000199,Cliente 000199,cliente_000199@boti.com.br,2025-05-01T00:00:00Z,46
000200,Cliente 000200,,2025-05-01T00:00:00Z,94
000201,Cliente 000201,cliente_000201@boti.com.br,2025-05-01T00:00:00Z,25
000202,Cliente 000202,cliente_000202@boti.com.br,2025-05-01T00:00:00Z,33
000203,Cliente 000203,,2025-05-01T00:00:00Z,94
000204,Cliente 000204,cliente_000204@boti.com.br,2025-05-01T00:00:00Z,21
000205,Cliente 000205,cliente_000205@boti.com.br,2025-05-01T00:00:00Z,32
000206,Cliente 000206,,2025-05-01T00:00:00Z,85
000207,Cliente 000207,cliente_000207@boti.com.br,2025-05-01T00:00:00Z,2
000208,Cliente 000208,cliente_000208@boti.com.br,2025-05-01T00:00:00Z,24
000209,Cliente 000209,,2025-05-01T00:00:00Z,92
000210,Cliente 000210,cliente_000210@boti.com.br,2025-05-01T00:00:00Z,30
000211,Cliente 000211,cliente_000211@boti.com.br,2025-05-01T00:00:00Z,16
000212,Cliente 000212,cliente_000212@boti.com.br,2025-05-01T00:00:00Z,12
000213,Cliente 000213,cliente_000213@boti.com.br,2025-05-01T00:00:00Z,3
000214,Cliente 000214,,2025-05-01T00:00:00Z,76
000215,Cliente 000215,cliente_000215@boti.com.br,2025-05-01T00:00:00Z,61
000216,Cliente 000216,cliente_000216@boti.com.br,2025-05-01T00:00:00Z,36
000217,Cliente 000217,cliente_000217@boti.com.br,2025-05-01T00:00:00Z,1
000218,Cliente 000218,cliente_000218@boti.com.br,2025-05-01T00:00:00Z,56
000219,Cliente 000219,,2025-05-01T00:00:00Z,84
000220,Cliente 000220,,2025-05-01T00:00:00Z,91
000221,Cliente 000221,cliente_000221@boti.com.br,2025-05-01T00:00:00Z,70
000222,Cliente 000222,cliente_000222@boti.com.br,2025-05-01T00:00:00Z,37
000223,Cliente 000223,cliente_000223@boti.com.br,2025-05-01T00:00:00Z,37
000224,Cliente 000224,cliente_000224@boti.com.br,2025-05-01T00:00:00Z,37
000225,Cliente 000225,cliente_000225@boti.com.br,2025-05-01T00:00:00Z,23
000226,Cliente 000226,cliente_000226@boti.com.br,2025-05-01T00:00:00Z,68
000227,Cliente 000227,cliente_000227@boti.com.br,2025-05-01T00:00:00Z,29
000228,Cliente 000228,cliente_000228@boti.com.br,2025-05-01T00:00:00Z,17
000229,Cliente 000229,cliente_000229@boti.com.br,2025-05-01T00:00:00Z,8
000230,Cliente 000230,cliente_000230@boti.com.br,2025-05-01T00:00:00Z,1
000231,Cliente 000231,cliente_000231@boti.com.br,2025-05-01T00:00:00Z,5
000232,Cliente 000232,cliente_000232@boti.com.br,2025-05-01T00:00:00Z,26
000233,Cliente 000233,cliente_000233@boti.com.br,2025-05-01T00:00:00Z,43
000234,Cliente 000234,cliente_000234@boti.com.br,2025-05-01T00:00:00Z,33
000235,Cliente 000235,cliente_000235@boti.com.br,2025-05-01T00:00:00Z,48
000236,Cliente 000236,,2025-05-01T00:00:00Z,82
000237,Cliente 000237,cliente_000237@boti.com.br,2025-05-01T00:00:00Z,7
000238,Cliente 000238,cliente_000238@boti.com.br,2025-05-01T00:00:00Z,51
000239,Cliente 000239,cliente_000239@boti.com.br,2025-05-01T00:00:00Z,54
000240,Cliente 000240,cliente_000240@boti.com.br,2025-05-01T00:00:00Z,17
000241,Cliente 000241,cliente_000241@boti.com.br,2025-05-01T00:00:00Z,73
000242,Cliente 000242,,2025-05-01T00:00:00Z,89
000243,Cliente 000243,cliente_000243@boti.com.br,2025-05-01T00:00:00Z,68
000244,Cliente 000244,,2025-05-01T00:00:00Z,90
000245,Cliente 000245,,2025-05-01T00:00:00Z,97
000246,Cliente 000246,cliente_000246@boti.com.br,2025-05-01T00:00:00Z,1
000247,Cliente 000247,,2025-05-01T00:00:00Z,82
000248,Cliente 000248,cliente_000248@boti.com.br,2025-05-01T00:00:00Z,73
000249,Cliente 000249,cliente_000249@boti.com.br,2025-05-01T00:00:00Z,51
000250,Cliente 000250,cliente_000250@boti.com.br,2025-05-01T00:00:00Z,70
000251,Cliente 000251,cliente_000251@boti.com.br,2025-05-01T00:00:00Z,67
000252,Cliente 000252,,2025-05-01T00:00:00Z,76
000253,Cliente 000253,,2025-05-01T00:00:00Z,94
000254,Cliente 000254,cliente_000254@boti.com.br,2025-05-01T00:00:00Z,70
000255,Cliente 000255,,2025-05-01T00:00:00Z,76
000256,Cliente 000256,cliente_000256@boti.com.br,2025-05-01T00:00:00Z,62
000257,Cliente 000257,cliente_000257@boti.com.br,2025-05-01T00:00:00Z,7
000258,Cliente 000258,,2025-05-01T00:00:00Z,75
000259,Cliente 000259,,2025-05-01T00:00:00Z,96
000260,Cliente 000260,,2025-05-01T00:00:00Z,81
000261,Cliente 000261,cliente_000261@boti.com.br,2025-05-01T00:00:00Z,57
000262,Cliente 000262,,2025-05-01T00:00:00Z,96
000263,Cliente 000263,cliente_000263@boti.com.br,2025-05-01T00:00:00Z,17
000264,Cliente 000264,cliente_000264@boti.com.br,2025-05-01T00:00:00Z,64
000265,Cliente 000265,cliente_000265@boti.com.br,2025-05-01T00:00:00Z,74
000266,Cliente 000266,cliente_000266@boti.com.br,2025-05-01T00:00:00Z,51
000267,Cliente 000267,cliente_000267@boti.com.br,2025-05-01T00:00:00Z,69
000268,Cliente 000268,,2025-05-01T00:00:00Z,79
000269,Cliente 000269,,2025-05-01T00:00:00Z,89
000270,Cliente 000270,cliente_000270@boti.com.br,2025-05-01T00:00:00Z,72
000271,Cliente 000271,cliente_000271@boti.com.br,2025-05-01T00:00:00Z,32
000272,Cliente 000272,cliente_000272@boti.com.br,2025-05-01T00:00:00Z,7
000273,Cliente 000273,cliente_000273@boti.com.br,2025-05-01T00:00:00Z,32
000274,Cliente 000274,cliente_000274@boti.com.br,2025-05-01T00:00:00Z,39
000275,Cliente 000275,cliente_000275@boti.com.br,2025-05-01T00:00:00Z,28
000276,Cliente 000276,cliente_000276@boti.com.br,2025-05-01T00:00:00Z,72
000277,Cliente 000277,cliente_000277@boti.com.br,2025-05-01T00:00:00Z,1
000278,Cliente 000278,,2025-05-01T00:00:00Z,98
000279,Cliente 000279,cliente_000279@boti.com.br,2025-05-01T00:00:00Z,15
000280,Cliente 000280,cliente_000280@boti.com.br,2025-05-01T00:00:00Z,41
000281,Cliente 000281,cliente_000281@boti.com.br,2025-05-01T00:00:00Z,44
000282,Cliente 000282,cliente_000282@boti.com.br,2025-05-01T00:00:00Z,44
000283,Cliente 000283,cliente_000283@boti.com.br,2025-05-01T00:00:00Z,44
000284,Cliente 000284,cliente_000284@boti.com.br,2025-05-01T00:00:00Z,44
000285,Cliente 000285,cliente_000285@boti.com.br,2025-05-01T00:00:00Z,46
000286,Cliente 000286,,2025-05-01T00:00:00Z,82
000287,Cliente 000287,cliente_000287@boti.com.br,2025-05-01T00:00:00Z,57
000288,Cliente 000288,cliente_000288@boti.com.br,2025-05-01T00:00:00Z,60
000289,Cliente 000289,,2025-05-01T00:00:00Z,76
000290,Cliente 000290,cliente_000290@boti.com.br,2025-05-01T00:00:00Z,51
000291,Cliente 000291,cliente_000291@boti.com.br,2025-05-01T00:00:00Z,15
000292,Cliente 000292,cliente_000292@boti.com.br,2025-05-01T00:00:00Z,29
000293,Cliente 000293,,2025-05-01T00:00:00Z,81
000294,Cliente 000294,cliente_000294@boti.com.br,2025-05-01T00:00:00Z,44
000295,Cliente 000295,cliente_000295@boti.com.br,2025-05-01T00:00:00Z,26
000296,Cliente 000296,,2025-05-01T00:00:00Z,100
000297,Cliente 000297,,2025-05-01T00:00:00Z,98
000298,Cliente 000298,cliente_000298@boti.com.br,2025-05-01T00:00:00Z,9
000299,Cliente 000299,cliente_000299@boti.com.br,2025-05-01T00:00:00Z,24
000300,Cliente 000300,,2025-05-01T00:00:00Z,84
000301,Cliente 000301,cliente_000301@boti.com.br,2025-05-01T00:00:00Z,34
000302,Cliente 000302,cliente_000302@boti.com.br,2025-05-01T00:00:00Z,38
000303,Cliente 000303,cliente_000303@boti.com.br,2025-05-01T00:00:00Z,14
000304,Cliente 000304,cliente_000304@boti.com.br,2025-05-01T00:00:00Z,66
000305,Cliente 000305,cliente_000305@boti.com.br,2025-05-01T00:00:00Z,22
000306,Cliente 000306,cliente_000306@boti.com.br,2025-05-01T00:00:00Z,52
000307,Cliente 000307,cliente_000307@boti.com.br,2025-05-01T00:00:00Z,64
000308,Cliente 000308,,2025-05-01T00:00:00Z,92
000309,Cliente 000309,cliente_000309@boti.com.br,2025-05-01T00:00:00Z,11
000310,Cliente 000310,cliente_000310@boti.com.br,2025-05-01T00:00:00Z,63
000311,Cliente 000311,cliente_000311@boti.com.br,2025-05-01T00:00:00Z,7
000312,Cliente 000312,cliente_000312@boti.com.br,2025-05-01T00:00:00Z,6
000313,Cliente 000313,,2025-05-01T00:00:00Z,96
000314,Cliente 000314,cliente_000314@boti.com.br,2025-05-01T00:00:00Z,38
000315,Cliente 000315,cliente_000315@boti.com.br,2025-05-01T00:00:00Z,56
000316,Cliente 000316,cliente_000316@boti.com.br,2025-05-01T00:00:00Z,30
000317,Cliente 000317,cliente_000317@boti.com.br,2025-05-01T00:00:00Z,43
000318,Cliente 000318,cliente_000318@boti.com.br,2025-05-01T00:00:00Z,4
000319,Cliente 000319,cliente_000319@boti.com.br,2025-05-01T00:00:00Z,33
000320,Cliente 000320,cliente_000320@boti.com.br,2025-05-01T00:00:00Z,58
000321,Cliente 000321,cliente_000321@boti.com.br,2025-05-01T00:00:00Z,63
000322,Cliente 000322,cliente_000322@boti.com.br,2025-05-01T00:00:00Z,31
000323,Cliente 000323,cliente_000323@boti.com.br,2025-05-01T00:00:00Z,62
000324,Cliente 000324,cliente_000324@boti.com.br,2025-05-01T00:00:00Z,16
000325,Cliente 000325,cliente_000325@boti.com.br,2025-05-01T00:00:00Z,3
000326,Cliente 000326,cliente_000326@boti.com.br,2025-05-01T00:00:00Z,32
000327,Cliente 000327,cliente_000327@boti.com.br,2025-05-01T00:00:00Z,39
000328,Cliente 000328,cliente_000328@boti.com.br,2025-05-01T00:00:00Z,43
000329,Cliente 000329,cliente_000329@boti.com.br,2025-05-01T00:00:00Z,38
000330,Cliente 000330,cliente_000330@boti.com.br,2025-05-01T00:00:00Z,10
000331,Cliente 000331,,2025-05-01T00:00:00Z,91
000332,Cliente 000332,,2025-05-01T00:00:00Z,94
000333,Cliente 000333,cliente_000333@boti.com.br,2025-05-01T00:00:00Z,27
000334,Cliente 000334,cliente_000334@boti.com.br,2025-05-01T00:00:00Z,54
000335,Cliente 000335,cliente_000335@boti.com.br,2025-05-01T00:00:00Z,16
000336,Cliente 000336,cliente_000336@boti.com.br,2025-05-01T00:00:00Z,35
000337,Cliente 000337,,2025-05-01T00:00:00Z,89
000338,Cliente 000338,,2025-05-01T00:00:00Z,87
000339,Cliente 000339,cliente_000339@boti.com.br,2025-05-01T00:00:00Z,0
000340,Cliente 000340,cliente_000340@boti.com.br,2025-05-01T00:00:00Z,26
000341,Cliente 000341,cliente_000341@boti.com.br,2025-05-01T00:00:00Z,70
000342,Cliente 000342,cliente_000342@boti.com.br,2025-05-01T00:00:00Z,36
000343,Cliente 000343,cliente_000343@boti.com.br,2025-05-01T00:00:00Z,26
000344,Cliente 000344,cliente_000344@boti.com.br,2025-05-01T00:00:00Z,72
000345,Cliente 000345,cliente_000345@boti.com.br,2025-05-01T00:00:00Z,1
000346,Cliente 000346,,2025-05-01T00:00:00Z,85
000347,Cliente 000347,cliente_000347@boti.com.br,2025-05-01T00:00:00Z,63
000348,Cliente 000348,cliente_000348@boti.com.br,2025-05-01T00:00:00Z,64
000349,Cliente 000349,cliente_000349@boti.com.br,2025-05-01T00:00:00Z,17
000350,Cliente 000350,cliente_000350@boti.com.br,2025-05-01T00:00:00Z,36
000351,Cliente 000351,cliente_000351@boti.com.br,2025-05-01T00:00:00Z,30
000352,Cliente 000352,,2025-05-01T00:00:00Z,95
000353,Cliente 000353,,2025-05-01T00:00:00Z,98
000354,Cliente 000354,,2025-05-01T00:00:00Z,100
000355,Cliente 000355,,2025-05-01T00:00:00Z,97
000356,Cliente 000356,cliente_000356@boti.com.br,2025-05-01T00:00:00Z,1
000357,Cliente 000357,,2025-05-01T00:00:00Z,86
000358,Cliente 000358,,2025-05-01T00:00:00Z,80
000359,Cliente 000359,cliente_000359@boti.com.br,2025-05-01T00:00:00Z,16
000360,Cliente 000360,,2025-05-01T00:00:00Z,82
